#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
         737      1.2701     1.03799   0.0590656
         738     1.27555     1.03831   0.0589865
         739      1.2815     1.03864   0.0589076
         740     1.28789     1.03897   0.0588289
         741     1.29418     1.03932   0.0587505
         742     1.30055     1.03967   0.0586724
         743     1.30718     1.04003   0.0585946
         744     1.31327      1.0404    0.058517
         745     1.32068     1.04077   0.0584396
         746     1.32717     1.04116   0.0583625
         747     1.33315     1.04155   0.0582857
         748     1.33927     1.04195   0.0582092
         749       1.344     1.04235   0.0581328
         750     1.34825     1.04276   0.0580568
         751     1.35194     1.04317   0.0579809
         752     1.35573     1.04358   0.0579053
         753     1.35861       1.044   0.0578299
         754     1.36052     1.04442   0.0577547
         755      1.3619     1.04484   0.0576798
         756     1.36152     1.04526    0.057605
         757     1.36128     1.04568   0.0575304
         758     1.36021     1.04609    0.057456
         759      1.3588     1.04651   0.0573818
         760      1.3561     1.04691   0.0573077
         761     1.35239     1.04732   0.0572338
         762     1.34818     1.04771   0.0571601
         763     1.34306      1.0481   0.0570865
         764     1.33686     1.04848    0.057013
         765     1.33108     1.04884   0.0569397
         766     1.32534     1.04921   0.0568665
         767     1.31827     1.04956   0.0567934
         768     1.31069      1.0499   0.0567205
         769     1.30317     1.05023   0.0566477
         770     1.29605     1.05054    0.056575
         771     1.28918     1.05085   0.0565025
         772     1.28238     1.05115   0.0564301
         773     1.27573     1.05144   0.0563578
         774     1.26835     1.05172   0.0562857
         775     1.26173       1.052   0.0562138
         776     1.25544     1.05226   0.0561419
         777     1.24976     1.05251   0.0560702
         778     1.24375     1.05276   0.0559987
         779     1.23841       1.053   0.0559273
         780      1.2335     1.05323   0.0558561
         781     1.22902     1.05345   0.0557851
         782     1.22569     1.05367   0.0557141
         783      1.2223     1.05389   0.0556434
         784     1.22026      1.0541   0.0555728
         785     1.21716     1.05431   0.0555024
         786      1.2149     1.05451   0.0554322
         787     1.21271     1.05471   0.0553621
         788     1.21106     1.05491   0.0552922
         789     1.20991     1.05511   0.0552225
         790     1.20849      1.0553   0.0551529
         791     1.20798      1.0555   0.0550835
         792     1.20594     1.05569   0.0550143
         793     1.20594     1.05588   0.0549453
         794     1.20552     1.05606   0.0548764
         795     1.20467     1.05625   0.0548077
         796     1.20382     1.05644   0.0547392
         797     1.20317     1.05662   0.0546708
         798     1.20245      1.0568   0.0546026
         799     1.20163     1.05698   0.0545345
         800     1.20018     1.05716   0.0544667
         801     1.19952     1.05734    0.054399
         802     1.19889     1.05752   0.0543314
         803     1.19731     1.05769    0.054264
         804     1.19522     1.05786   0.0541968
         805     1.19284     1.05803   0.0541297
         806      1.1904     1.05819   0.0540628
         807     1.18763     1.05835   0.0539961
         808     1.18476     1.05851   0.0539295
         809      1.1818     1.05866    0.053863
         810     1.17801     1.05881   0.0537967
         811     1.17364     1.05895   0.0537306
         812     1.16943     1.05909   0.0536646
         813     1.16492     1.05922   0.0535987
         814     1.15939     1.05934    0.053533
         815     1.15408     1.05946   0.0534675
         816     1.14901     1.05957   0.0534021
         817     1.14302     1.05967   0.0533368
         818     1.13711     1.05976   0.0532717
         819     1.13178     1.05985   0.0532067
         820     1.12586     1.05993   0.0531419
         821      1.1194     1.06001   0.0530772
         822     1.11339     1.06007   0.0530127
         823     1.10666     1.06013   0.0529483
         824     1.10044     1.06018   0.0528841
         825     1.09426     1.06022     0.05282
         826     1.08768     1.06025    0.052756
         827     1.08167     1.06028   0.0526922
         828     1.07696      1.0603   0.0526286
         829     1.07116     1.06031   0.0525651
         830     1.06596     1.06032   0.0525018
         831     1.06038     1.06032   0.0524386
         832     1.05444     1.06031   0.0523756
         833     1.05005      1.0603   0.0523127
         834     1.04503     1.06028     0.05225
         835     1.03912     1.06025   0.0521874
         836     1.03377     1.06022    0.052125
         837     1.02871     1.06018   0.0520627
         838     1.02418     1.06014   0.0520006
         839      1.0187     1.06009   0.0519387
         840     1.01276     1.06004   0.0518769
         841     1.00826     1.05997   0.0518152
         842     1.00327     1.05991   0.0517537
         843    0.998496     1.05983   0.0516924
         844    0.993694     1.05976   0.0516312
         845    0.988862     1.05967   0.0515702
         846    0.983755     1.05958   0.0515093
         847     0.97862     1.05949   0.0514486
         848    0.973219     1.05938    0.051388
         849    0.967559     1.05928   0.0513276
         850    0.961893     1.05916   0.0512673
         851    0.955509     1.05904   0.0512072
         852     0.95011     1.05891   0.0511473
         853    0.944754     1.05878   0.0510875
         854    0.940181     1.05864   0.0510279
         855    0.936411      1.0585   0.0509684
         856    0.932262     1.05835   0.0509091
         857     0.92776      1.0582   0.0508499
         858    0.922688     1.05804   0.0507909
         859    0.918033     1.05788    0.050732
         860    0.914056     1.05771   0.0506733
         861      0.9091     1.05754   0.0506147
         862     0.90463     1.05736   0.0505563
         863    0.901154     1.05718   0.0504981
         864     0.89797     1.05699   0.0504399
         865    0.895337     1.05681    0.050382
         866    0.892558     1.05662   0.0503242
         867    0.891093     1.05643   0.0502665
         868    0.889758     1.05623   0.0502089
         869    0.888335     1.05604   0.0501515
         870    0.887319     1.05585   0.0500943
         871    0.886964     1.05565   0.0500371
         872    0.887047     1.05546   0.0499801
         873    0.887585     1.05527   0.0499232
         874    0.888352     1.05508   0.0498665
         875    0.889839     1.05489   0.0498098
         876     0.89206      1.0547   0.0497533
         877    0.894303     1.05452   0.0496969
         878    0.897062     1.05434   0.0496407
         879    0.901548     1.05417   0.0495845
         880     0.90536       1.054   0.0495284
         881     0.90947     1.05383   0.0494725
         882    0.914125     1.05367   0.0494166
         883     0.91981     1.05352   0.0493609
         884    0.925808     1.05338   0.0493053
         885     0.93212     1.05324   0.0492498
         886     0.93971     1.05311   0.0491943
         887    0.948096     1.05299    0.049139
         888     0.95583     1.05288   0.0490838
         889    0.964355     1.05279   0.0490287
         890    0.973431      1.0527   0.0489737
         891     0.98354     1.05262   0.0489188
         892    0.993955     1.05255    0.048864
         893     1.00492      1.0525   0.0488093
         894     1.01569     1.05246   0.0487547
         895     1.02749     1.05243   0.0487003
         896      1.0408     1.05242   0.0486459
         897      1.0532     1.05242   0.0485917
         898     1.06662     1.05243   0.0485376
         899     1.08036     1.05246   0.0484836
         900     1.09538     1.05251   0.0484297
         901     1.11096     1.05258    0.048376
         902     1.12615     1.05266   0.0483225
         903     1.14288     1.05276   0.0482691
         904     1.15924     1.05288   0.0482158
         905     1.17669     1.05301   0.0481627
         906     1.19548     1.05317   0.0481098
         907     1.21419     1.05335   0.0480571
         908     1.23331     1.05355   0.0480046
         909     1.25454     1.05377   0.0479523
         910      1.2755     1.05401   0.0479002
         911     1.29668     1.05428   0.0478484
         912     1.31907     1.05457   0.0477968
         913     1.34268     1.05488   0.0477455
         914      1.3673     1.05523   0.0476945
         915     1.39245     1.05559   0.0476438
         916     1.41839     1.05599   0.0475934
         917     1.44561     1.05641   0.0475434
         918     1.47269     1.05687   0.0474938
         919     1.50179     1.05735   0.0474445
